console,name,file,developer,publisher,releasedate,genre,players,desc
NES,Wild Gunman,wild_gunman.nes,Nintendo,Nintendo,1985-10-18,Light gun,1,Test your reflexes in this classic light gun game by drawing your weapon and shooting down outlaws in the Wild West.
NES,Willow,willow.nes,Capcom,Capcom,1989-12-01,Action-adventure,1,Guide Willow through a series of challenging levels as he battles enemies and solves puzzles to save his world in this game based on the movie.
NES,Wizards & Warriors,wizards_and_warriors.nes,Rare,Acclaim Entertainment,1987-12-01,Action-platformer,1,Play as the knight Kuros and battle through levels filled with enemies to rescue the princess in this action-packed platformer.
NES,Wizards & Warriors II: Ironsword,wizards_and_warriors_ii_ironsword.nes,Rare,Acclaim Entertainment,1989-12-01,Action-platformer,1,Continue the adventures of Kuros as he battles elemental wizards to save the kingdom in this challenging sequel.
NES,Wizards & Warriors III: Kuros: Visions of Power,wizards_and_warriors_iii_kuros_visions_of_power.nes,Rare,Acclaim Entertainment,1992-03-01,Action-platformer,1,Join Kuros once again as he embarks on a quest to regain his lost powers and save the land from evil.
NES,Wolverine,wolverine.nes,Software Creations,LJN,1991-09-01,Action-platformer,1,Play as Wolverine and battle enemies in this action-packed platformer featuring the popular X-Men character.
NES,World Champ,world_champ.nes,Pixel,Taito,1991-05-01,Sports,2,Step into the boxing ring and fight your way to the championship in this realistic boxing simulation.
NES,World Class Track Meet,world_class_track_meet.nes,Bandai,Nintendo,1988-11-01,Sports,1,Compete in various track and field events using the Power Pad in this sports game.
NES,World Games,world_games.nes,Epyx,Milton Bradley,1989-12-01,Sports,1,Compete in a variety of international sports events, from weightlifting to log rolling, in this classic sports game.
NES,Wrath of the Black Manta,wrath_of_the_black_manta.nes,AIS,Taito,1990-03-01,Action-platformer,1,Play as the Black Manta and battle through levels filled with enemies to rescue kidnapped children in this action game.
NES,Wrecking Crew,wrecking_crew.nes,Nintendo,Nintendo,1985-10-18,Action-puzzle,2,Play as Mario and Luigi as they demolish buildings, solve puzzles, and avoid enemies in this early action-puzzle game.
NES,Wurm: Journey to the Center of the Earth,wurm_journey_to_the_center_of_the_earth.nes,Asmik Ace Entertainment,Asmik,1991-11-01,Action-adventure,1,Control a drilling machine and explore underground worlds filled with enemies and secrets in this action-adventure game.
NES,Xevious,xevious.nes,Namco,Bandai,1988-09-01,Shoot 'em up,1,Fly the Solvalou fighter and battle enemy forces in this classic vertical-scrolling shooter.
NES,Xexyz,xexyz.nes,Atlus,Hudson Soft,1990-04-01,Action-platformer,1,Explore futuristic worlds, defeat enemies, and rescue princesses in this hybrid action-platformer and shoot 'em up.
NES,Yoshi,yoshi.nes,Game Freak,Nintendo,1992-06-01,Puzzle,2,Help Mario match and stack falling pieces to clear levels in this fast-paced puzzle game featuring Yoshi.
NES,Yoshi's Cookie,yoshis_cookie.nes,Tose,Nintendo,1993-04-01,Puzzle,2,Match and clear rows of cookies in this tile-matching puzzle game starring Yoshi.
NES,Yo! Noid,yo_noid.nes,Now Production,Capcom,1990-11-01,Action-platformer,1,Play as the Noid and save New York City from an evil duplicate in this action-platformer based on the Domino's Pizza mascot.
NES,Zanac,zanac.nes,Compile,Fic,1987-10-01,Shoot 'em up,1,Pilot a spaceship and battle through waves of enemies in this fast-paced vertical-scrolling shooter.
NES,Zelda II: The Adventure of Link,zelda_ii_the_adventure_of_link.nes,Nintendo,Nintendo,1988-12-01,Action RPG,1,Guide Link on a quest to save Princess Zelda by battling enemies and solving puzzles in this unique side-scrolling adventure.
NES,Zombie Nation,zombie_nation.nes,Kaze,Melbourne House,1991-12-01,Shoot 'em up,1,Control a disembodied samurai head as it flies through levels destroying enemies and rescuing people in this bizarre shoot 'em up.
SNES,3 Ninjas Kick Back,3_ninjas_kick_back.snes,Malmac,SONY Imagesoft,1994-11-01,Action,2,Join the three ninjas as they battle their way through enemies to retrieve a stolen dagger in this action-packed platformer.
SNES,7th Saga,7th_saga.snes,Produce!,Enix,1993-08-03,Role-playing game,1,Embark on an epic quest to find the seven magical runes and save the world from an ancient evil in this challenging RPG.
SNES,2020 Super Baseball,2020_super_baseball.snes,Pallas,Tradewest,1993-09-01,Sports,2,Play futuristic baseball with robotic players and advanced technology in this unique sports game.
SNES,ActRaiser 2: The Final Battle,actraiser_2_the_final_battle.snes,Quintet,Enix,1993-11-01,Action-platformer,1,Continue the battle against evil as the Master in this action-packed platformer with enhanced graphics and gameplay.
SNES,4 Nin Shogi,4_nin_shogi.snes,SETA,SETA,1995-05-01,Board game,4,Play Shogi with up to four players in this strategic Japanese board game adaptation.
SNES,A.S.P.: Air Strike Patrol,asp_air_strike_patrol.snes,Sami,Seta Corporation,1995-05-15,Simulation,1,Pilot a combat aircraft and complete various missions in this strategic flight simulation game.
SNES,AAAHH!!! Real Monsters,aaahh_real_monsters.snes,Realtime Associates,Viacom New Media,1995-08-15,Action-platformer,1,Join Ickis, Oblina, and Krumm as they navigate through levels filled with obstacles and enemies in this platformer based on the animated series.
SNES,ACME Animation Factory,acme_animation_factory.snes,Probe Entertainment,Sony Imagesoft,1994-12-01,Educational,1,Create your own cartoons using characters and settings from the Looney Tunes universe in this animation studio simulator.
SNES,ActRaiser,actraiser.snes,Quintet,Enix,1991-11-01,Action,1,Combine platforming action with city-building simulation as you play a god who must defeat monsters and rebuild civilization.
SNES,Addams Family,addams_family.snes,Ocean Software,Ocean Software,1992-03-01,Action-platformer,1,Help Gomez rescue his family members in this platformer based on the popular TV show and movie.
SNES,Addams Family Values,addams_family_values.snes,OCEAN Software,OCEAN Software,1995-02-01,Action-adventure,1,Explore the Addams mansion and rescue baby Pubert from the clutches of evil in this action-adventure game.
SNES,Advanced Dungeons & Dragons: Eye of the Beholder,advanced_dungeons_and_dragons_eye_of_the_beholder.snes,Strategic Simulations,Capcom,1994-10-01,Role-playing game,1,Explore dungeons, battle monsters, and uncover secrets in this classic RPG based on the Dungeons & Dragons universe.
SNES,Adventures of Batman & Robin,adventures_of_batman_and_robin.snes,Konami,Konami,1994-01-01,Action-platformer,1,Team up with Batman and Robin to take down Gotham's notorious villains in this action-packed platformer based on the animated series.
SNES,Adventures of Dr. Franken,adventures_of_dr_franken.snes,Motown Software,Elite Systems,1993-01-01,Action-platformer,1,Help Dr. Franken collect body parts to revive his girlfriend in this quirky action-platformer.
SNES,Adventures of Kid Kleets,adventures_of_kid_kleets.snes,Krisalis Software,OCEAN Software,1994-12-01,Action-platformer,1,Play as Kid Kleets and use your soccer ball to defeat enemies and solve puzzles in this unique action-platformer.
SNES,Adventures of Rocky and Bullwinkle and Friends,adventures_of_rocky_and_bullwinkle_and_friends.snes,Imagineering,THQ,1992-11-01,Action-platformer,1,Join Rocky and Bullwinkle as they embark on an adventure to stop Boris and Natasha in this platformer based on the classic cartoon.
SNES,Adventures of Tintin: Prisoners of the Sun,adventures_of_tintin_prisoners_of_the_sun.snes,Infogrames,Infogrames,1997-01-01,Action-platformer,1,Follow Tintin on a journey through South America as he unravels the mystery of the Incas in this action-platformer.
SNES,Aerobiz,aerobiz.snes,Koei,Koei,1993-08-01,Simulation,1,Manage your own airline, expand routes, and compete against other airlines in this business simulation game.
SNES,Aerobiz Supersonic,aerobiz_supersonic.snes,Koei,Koei,1994-09-01,Simulation,1,Continue the challenge of running a successful airline in this enhanced sequel with more options and deeper gameplay.
SNES,Aero Fighters,aero_fighters.snes,Video System,Mc O'River,1994-11-01,Shoot 'em up,1,Choose your pilot and fighter jet as you battle through waves of enemies in this fast-paced vertical-scrolling shooter.
SNES,Aero the Acro-Bat,aero_the_acro_bat.snes,Iguana Entertainment,Sunsoft,1993-10-01,Platformer,1,Perform daring stunts and defeat enemies as Aero, a circus acrobat, in this colorful platformer.
SNES,Aero the Acro-Bat 2,aero_the_acro_bat_2.snes,Iguana Entertainment,Sunsoft,1994-11-01,Platformer,1,Join Aero in his second adventure, filled with even more challenging levels and enemies to overcome.
SNES,Air Cavalry,air_cavalry.snes,Novalogic,SETA Corporation,1995-03-01,Action,2,Pilot a helicopter and complete missions in this military-themed action game.
SNES,Aladdin,aladdin.snes,Capcom,Capcom,1993-11-01,Action-platformer,1,Join Aladdin on his quest to defeat Jafar and rescue Princess Jasmine in this action-platformer based on the Disney movie.
SNES,Albert Odyssey,albert_odyssey.snes,Falcom,Sony Imagesoft,1993-08-01,Role-playing game,1,Embark on a journey to save the kingdom in this fantasy RPG featuring turn-based combat and a rich storyline.
SNES,Alcahest,alcahest.snes,HAL Laboratory,Square,1993-12-17,Action RPG,1,Play as Alen as he battles through dungeons, defeats monsters, and saves the world in this action-packed RPG.
SNES,Alien 3,alien_3.snes,LJN,LJN,1993-03-01,Action-platformer,1,Help Ripley survive the horrors of the prison planet Fiorina 161 and battle against the deadly Xenomorphs in this action-platformer.
SNES,Alien vs Predator,alien_vs_predator.snes,Jorudan,Activision,1993-10-01,Beat 'em up,1,Choose your side in the ultimate battle between Alien and Predator in this beat 'em up game.
SNES,American Gladiators,american_gladiators.snes,Incredible Technologies,GameTek,1993-01-01,Sports,1,Compete in various events based on the TV show, including Joust and The Wall, in this sports-action game.
SNES,An American Tail: Fievel Goes West,an_american_tail_fievel_goes_west.snes,Hudson Soft,Sony Imagesoft,1994-07-01,Action-platformer,1,Join Fievel on his journey to the Wild West and help him save his family in this action-platformer.
SNES,Andre Agassi Tennis,andre_agassi_tennis.snes,TechMagic,Leeway,1994-05-01,Sports,1,Compete in tennis matches against top players, including Andre Agassi himself, in this realistic sports simulation.
SNES,Animaniacs,animaniacs.snes,Factor 5,Konami,1994-12-01,Platformer,1,Control the Warner siblings as they embark on a quest to retrieve movie memorabilia from the Warner Bros. studio lot in this platformer based on the animated series.
SNES,Arcana,arcana.snes,HAL Laboratory,HAL Laboratory,1992-04-01,Role-playing game,1,Explore dungeons and battle enemies using a deck of magical cards in this first-person RPG.
SNES,Ardy Lightfoot,ardy_lightfoot.snes,ASCII,ASCII,1994-04-01,Platformer,1,Join Ardy and his friend Pec on an adventure to recover the seven pieces of the Rainbow in this action-packed platformer.
SNES,Arkanoid: Doh It Again,arkanoid_doh_it_again.snes,Taito,Taito,1997-11-01,Puzzle,1,Play the classic brick-breaking game with updated graphics and new levels in this sequel to Arkanoid.
SNES,Art of Fighting,art_of_fighting.snes,SNK,TAKARA,1993-10-01,Fighting,1,Compete in one-on-one fighting matches with a variety of characters, each with their own special moves and techniques.
SNES,Asterix,asterix.snes,Bit Managers,Infogrames,1993-11-01,Action-platformer,1,Help Asterix rescue his friend Obelix from the Romans in this action-packed platformer based on the popular comic series.
SNES,Asterix & Obelix,asterix_and_obelix.snes,Bit Managers,Infogrames,1995-12-01,Action-platformer,2,Join Asterix and Obelix on an adventure across the Roman Empire to rescue their kidnapped friends in this cooperative platformer.
SNES,Axelay,axelay.snes,Konami,Konami,1992-09-01,Shoot 'em up,1,Pilot a powerful spacecraft and battle through waves of enemies in this visually stunning shoot 'em up.
SNES,B.O.B.,bob.snes,Gray Matter,Electronic Arts,1993-09-01,Action-platformer,1,Guide B.O.B., a teenage robot, through dangerous levels filled with enemies and obstacles as he tries to reach his date.
SNES,Battletoads,battletoads.snes,Rare,Tradewest,1994-06-01,Beat 'em up,1,Join the Battletoads as they fight their way through hordes of enemies to save their friends in this action-packed beat 'em up.
SNES,Battletoads & Double Dragon,battletoads_and_double_dragon.snes,Rare,Tradewest,1993-12-01,Beat 'em up,2,Team up with the Double Dragon brothers and the Battletoads in this crossover beat 'em up adventure.
SNES,Battle Blaze,battle_blaze.snes,Sammy,American Sammy,1993-09-01,Fighting,1,Compete in a fantasy fighting tournament to determine the next king in this medieval-themed fighting game.
SNES,Battle Clash,battle_clash.snes,Intelligent Systems,Nintendo,1992-10-01,Shooter,1,Take control of the ST Falcon and engage in one-on-one battles against giant robots using the Super Scope in this rail shooter.
SNES,Battle Grand Prix,battle_grand_prix.snes,Cleversoft,HUDSON SOFT,1992-12-11,Racing,2,Compete in high-speed Formula 1 races against other drivers in this top-down racing game.
SNES,Battle Soccer: Field no Hasha,battle_soccer_field_no_hasha.snes,Winkysoft,Bandai,1992-07-25,Sports,2,Play soccer with teams featuring characters from various Japanese franchises, including Ultraman and Gundam, in this crossover sports game.
SNES,Battle Tycoon: Flash Hiders SFX,battle_tycoon_flash_hiders_sfx.snes,Right Stuff,Right Stuff,1995-12-22,Fighting,1,Engage in fast-paced one-on-one fighting matches with various characters, each with unique moves and abilities.
SNES,Bazooka Blitzkrieg,bazooka_blitzkrieg.snes,TOSE,Ken Lobb,1993-09-01,Rail shooter,1,Use the Super Scope to blast your way through waves of enemies in this fast-paced rail shooter.
SNES,Beavis and Butt-Head,beavis_and_butthead.snes,Radical Entertainment,Viacom New Media,1994-10-01,Action-platformer,1,Join Beavis and Butt-Head on a wild adventure to find their missing tickets to a GWAR concert in this platformer based on the MTV series.
SNES,Biker Mice From Mars,biker_mice_from_mars.snes,Konami,Konami,1994-11-01,Racing,1,Join the Biker Mice as they race through various tracks, battling enemies and upgrading their bikes in this action-packed racing game.
SNES,Bill Laimbeer's Combat Basketball,bill_laimbeers_combat_basketball.snes,Mode 7 Games,Hudson Soft,1991-11-01,Sports,1,Play futuristic basketball with no rules, where anything goes, in this over-the-top sports game.
SNES,Blackthorne,blackthorne.snes,Blizzard Entertainment,Interplay Entertainment,1994-11-01,Action-platformer,1,Take on the role of Kyle Blackthorne and battle through levels filled with enemies and puzzles to save your people in this action-platformer.
SNES,Blazeon: The Bio-Cyborg Challenge,blazeon_the_bio_cyborg_challenge.snes,AIS,Atlus,1992-08-21,Shoot 'em up,1,Take control of a bio-cyborg and battle against waves of enemies in this side-scrolling shoot 'em up.
SNES,Blues Brothers,blues_brothers.snes,Titus Interactive,Titus Interactive,1993-01-01,Action-platformer,1,Join the Blues Brothers on a musical adventure filled with platforming challenges and enemies to overcome.
SNES,Brain Lord,brain_lord.snes,Produce!,Enix,1994-09-01,Action RPG,1,Explore dungeons, solve puzzles, and battle enemies in this action RPG set in a fantasy world.
SNES,Brandish,brandish.snes,Falcom,Koei,1995-02-01,Action RPG,1,Guide Ares through a labyrinth filled with monsters and traps in this action RPG with a unique rotating camera system.
SNES,Breath of Fire,breath_of_fire.snes,Capcom,Squaresoft,1994-08-10,Role-playing game,1,Embark on an epic quest to save the world from an ancient evil in this classic turn-based RPG.
SNES,Breath of Fire II,breath_of_fire_ii.snes,Capcom,Capcom,1995-12-01,Role-playing game,1,Continue the adventure in this sequel, featuring new characters, challenges, and an expanded world to explore.
SNES,Brett Hull Hockey 95,brett_hull_hockey_95.snes,Radical Entertainment,Accolade,1994-12-01,Sports,1,Hit the ice and compete in hockey matches featuring NHL star Brett Hull in this realistic sports simulation.
SNES,Brutal: Paws of Fury,brutal_paws_of_fury.snes,Eurocom Entertainment Software,GameTek,1994-11-01,Fighting,1,Compete in martial arts tournaments as anthropomorphic animals, each with unique moves and abilities, in this fighting game.
SNES,Bubsy in Claws Encounters of the Furred Kind,bubsy_in_claws_encounters_of_the_furred_kind.snes,Accolade,Accolade,1993-05-01,Platformer,1,Help Bubsy the bobcat stop the invading Woolies from stealing Earth's yarn balls in this fast-paced platformer.
SNES,Bubsy II,bubsy_ii.snes,Accolade,Accolade,1994-10-01,Platformer,1,Join Bubsy on another adventure filled with challenging levels, enemies, and power-ups in this sequel to the original game.
SNES,Bulls vs Blazers and the NBA Playoffs,bulls_vs_blazers_and_the_nba_playoffs.snes,Electronic Arts,Electronic Arts,1993-03-01,Sports,1,Play as your favorite NBA teams and compete in the playoffs in this basketball simulation game.
SNES,Bushido Blade,bushido_blade.snes,Light Weight,Squaresoft,1997-03-14,Fighting,1,Engage in realistic sword duels with a variety of characters, each with unique fighting styles and weapons.
.

